HCPCS,Description,Category,Modifier,Average Cost
L4387,Non-pneum walk boot pre ots,Prosthetics & Orthotic,, $153.11 
L4392,Replace afo soft interface,Prosthetics & Orthotic,, $22.67 
L4394,Replace foot drop spint,Prosthetics & Orthotic,, $16.54 
L4396,Static or dynami afo pre cst,Prosthetics & Orthotic,, $161.70 
L4397,Static or dynami afo pre ots,Prosthetics & Orthotic,, $161.70 
L4398,Foot drop splint pre ots,Prosthetics & Orthotic,, $74.44 
L4631,"Afo, walk boot type, cus fab",Prosthetics & Orthotic,," $1,521.43 "
L5000,Sho insert w arch toe filler,Prosthetics & Orthotic,, $537.17 
L5010,Mold socket ank hgt w/ toe f,Prosthetics & Orthotic,," $1,308.59 "
L5020,Tibial tubercle hgt w/ toe f,Prosthetics & Orthotic,," $2,150.54 "
L5050,Ank symes mold sckt sach ft,Prosthetics & Orthotic,," $2,490.51 "
L5060,Symes met fr leath socket ar,Prosthetics & Orthotic,," $3,020.46 "
L5100,Molded socket shin sach foot,Prosthetics & Orthotic,," $2,518.34 "
L5105,Plast socket jts/thgh lacer,Prosthetics & Orthotic,," $3,812.01 "
L5150,Mold sckt ext knee shin sach,Prosthetics & Orthotic,," $3,846.24 "
L5160,Mold socket bent knee shin s,Prosthetics & Orthotic,," $4,215.73 "
L5200,Kne sing axis fric shin sach,Prosthetics & Orthotic,," $3,580.62 "
L5210,No knee/ankle joints w/ ft b,Prosthetics & Orthotic,," $2,673.81 "
L5220,No knee joint with artic ali,Prosthetics & Orthotic,," $3,042.26 "
L5230,Fem focal defic constant fri,Prosthetics & Orthotic,," $4,194.95 "
L5250,Hip canad sing axi cons fric,Prosthetics & Orthotic,," $5,747.28 "
L5270,Tilt table locking hip sing,Prosthetics & Orthotic,," $5,681.37 "
L5280,Hemipelvect canad sing axis,Prosthetics & Orthotic,," $5,921.48 "
L5301,Bk mold socket sach ft endo,Prosthetics & Orthotic,," $2,544.93 "
L5312,"Knee disart, sach ft, endo",Prosthetics & Orthotic,," $3,629.91 "
L5321,Ak open end sach,Prosthetics & Orthotic,," $3,611.72 "
L5331,Hip disart canadian sach ft,Prosthetics & Orthotic,," $5,129.78 "
L5341,Hemipelvectomy canadian sach,Prosthetics & Orthotic,," $5,578.99 "
L5400,Postop dress & 1 cast chg bk,Prosthetics & Orthotic,," $1,301.82 "
L5410,Postop dsg bk ea add cast ch,Prosthetics & Orthotic,, $440.94 
L5420,Postop dsg & 1 cast chg ak/d,Prosthetics & Orthotic,," $1,664.75 "
L5430,Postop dsg ak ea add cast ch,Prosthetics & Orthotic,, $555.34 
L5450,Postop app non-wgt bear dsg,Prosthetics & Orthotic,, $431.38 
L5460,Postop app non-wgt bear dsg,Prosthetics & Orthotic,, $571.38 
L5500,Init bk ptb plaster direct,Prosthetics & Orthotic,," $1,422.02 "
L5505,Init ak ischal plstr direct,Prosthetics & Orthotic,," $1,936.50 "
L5510,Prep bk ptb plaster molded,Prosthetics & Orthotic,," $1,605.71 "
L5520,Perp bk ptb thermopls direct,Prosthetics & Orthotic,," $1,605.77 "
L5530,Prep bk ptb thermopls molded,Prosthetics & Orthotic,," $1,871.62 "
L5535,Prep bk ptb open end socket,Prosthetics & Orthotic,," $1,900.82 "
L5540,Prep bk ptb laminated socket,Prosthetics & Orthotic,," $1,993.34 "
L5560,Prep ak ischial plast molded,Prosthetics & Orthotic,," $2,148.73 "
L5570,Prep ak ischial direct form,Prosthetics & Orthotic,," $2,221.17 "
L5580,Prep ak ischial thermo mold,Prosthetics & Orthotic,," $2,545.84 "
L5585,Prep ak ischial open end,Prosthetics & Orthotic,," $2,769.57 "
L5590,Prep ak ischial laminated,Prosthetics & Orthotic,," $2,688.18 "
L5595,Hip disartic sach thermopls,Prosthetics & Orthotic,," $4,450.18 "
L5600,Hip disart sach laminat mold,Prosthetics & Orthotic,," $4,927.60 "
L5610,Above knee hydracadence,Prosthetics & Orthotic,," $2,333.74 "
L5611,Ak 4 bar link w/fric swing,Prosthetics & Orthotic,," $1,742.01 "
L5613,Ak 4 bar ling w/hydraul swig,Prosthetics & Orthotic,," $2,658.27 "
L5614,4-bar link above knee w/swng,Prosthetics & Orthotic,," $1,635.53 "
L5616,Ak univ multiplex sys frict,Prosthetics & Orthotic,," $1,453.94 "
L5617,Ak/bk self-aligning unit ea,Prosthetics & Orthotic,, $545.49 
L5618,Test socket symes,Prosthetics & Orthotic,, $300.79 
L5620,Test socket below knee,Prosthetics & Orthotic,, $297.62 
L5622,Test socket knee disarticula,Prosthetics & Orthotic,, $406.10 
L5624,Test socket above knee,Prosthetics & Orthotic,, $397.65 
L5626,Test socket hip disarticulat,Prosthetics & Orthotic,, $530.25 
L5628,Test socket hemipelvectomy,Prosthetics & Orthotic,, $529.53 
L5629,Below knee acrylic socket,Prosthetics & Orthotic,, $344.89 
L5630,Syme typ expandabl wall sckt,Prosthetics & Orthotic,, $483.31 
L5631,Ak/knee disartic acrylic soc,Prosthetics & Orthotic,, $478.02 
L5632,Symes type ptb brim design s,Prosthetics & Orthotic,, $239.09 
L5634,Symes type poster opening so,Prosthetics & Orthotic,, $336.52 
L5636,Symes type medial opening so,Prosthetics & Orthotic,, $270.69 
L5637,Below knee total contact,Prosthetics & Orthotic,, $335.83 
L5638,Below knee leather socket,Prosthetics & Orthotic,, $530.67 
L5639,Below knee wood socket,Prosthetics & Orthotic,," $1,277.94 "
L5640,Knee disarticulat leather so,Prosthetics & Orthotic,, $690.11 
L5642,Above knee leather socket,Prosthetics & Orthotic,, $639.87 
L5643,Hip flex inner socket ext fr,Prosthetics & Orthotic,," $1,685.73 "
L5644,Above knee wood socket,Prosthetics & Orthotic,, $625.15 
L5645,Bk flex inner socket ext fra,Prosthetics & Orthotic,, $840.89 
L5646,Below knee cushion socket,Prosthetics & Orthotic,, $590.81 
L5647,Below knee suction socket,Prosthetics & Orthotic,, $869.28 
L5648,Above knee cushion socket,Prosthetics & Orthotic,, $679.97 
L5649,Isch containmt/narrow m-l so,Prosthetics & Orthotic,," $2,058.53 "
L5650,Tot contact ak/knee disart s,Prosthetics & Orthotic,, $538.55 
L5651,Ak flex inner socket ext fra,Prosthetics & Orthotic,," $1,304.38 "
L5652,Suction susp ak/knee disart,Prosthetics & Orthotic,, $460.82 
L5653,Knee disart expand wall sock,Prosthetics & Orthotic,, $637.49 
L5654,Socket insert symes,Prosthetics & Orthotic,, $359.58 
L5655,Socket insert below knee,Prosthetics & Orthotic,, $299.74 
L5656,Socket insert knee articulat,Prosthetics & Orthotic,, $403.46 
L5658,Socket insert above knee,Prosthetics & Orthotic,, $399.99 
L5661,Multi-durometer symes,Prosthetics & Orthotic,, $642.09 
L5665,Multi-durometer below knee,Prosthetics & Orthotic,, $558.01 
L5666,Below knee cuff suspension,Prosthetics & Orthotic,, $76.62 
L5668,Bk molded distal cushion,Prosthetics & Orthotic,, $111.07 
L5670,Bk molded supracondylar susp,Prosthetics & Orthotic,, $295.68 
L5671,Bk/ak locking mechanism,Prosthetics & Orthotic,, $568.23 
L5672,Bk removable medial brim sus,Prosthetics & Orthotic,, $321.50 
L5673,Socket insert w lock mech,Prosthetics & Orthotic,, $721.08 
L5676,Bk knee joints single axis p,Prosthetics & Orthotic,, $404.57 
L5677,Bk knee joints polycentric p,Prosthetics & Orthotic,, $538.47 
L5678,Bk joint covers pair,Prosthetics & Orthotic,, $43.62 
L5679,Socket insert w/o lock mech,Prosthetics & Orthotic,, $600.88 
L5680,Bk thigh lacer non-molded,Prosthetics & Orthotic,, $327.60 
L5681,Intl custm cong/latyp insert,Prosthetics & Orthotic,," $1,273.08 "
L5682,Bk thigh lacer glut/ischia m,Prosthetics & Orthotic,, $657.68 
L5683,Initial custom socket insert,Prosthetics & Orthotic,," $1,273.08 "
L5684,Bk fork strap,Prosthetics & Orthotic,, $52.56 
L5685,Below knee sus/seal sleeve,Prosthetics & Orthotic,, $123.94 
L5686,Bk back check,Prosthetics & Orthotic,, $56.62 
L5688,Bk waist belt webbing,Prosthetics & Orthotic,, $67.57 
L5690,Bk waist belt padded and lin,Prosthetics & Orthotic,, $108.43 
L5692,Ak pelvic control belt light,Prosthetics & Orthotic,, $144.68 
L5694,Ak pelvic control belt pad/l,Prosthetics & Orthotic,, $200.93 
L5695,Ak sleeve susp neoprene/equa,Prosthetics & Orthotic,, $178.67 
L5696,Ak/knee disartic pelvic join,Prosthetics & Orthotic,, $203.88 
L5697,Ak/knee disartic pelvic band,Prosthetics & Orthotic,, $87.79 
L5698,Ak/knee disartic silesian ba,Prosthetics & Orthotic,, $117.41 
L5699,Shoulder harness,Prosthetics & Orthotic,, $206.03 
L5700,Replace socket below knee,Prosthetics & Orthotic,," $2,939.48 "
L5701,Replace socket above knee,Prosthetics & Orthotic,," $3,638.82 "
L5702,Replace socket hip,Prosthetics & Orthotic,," $4,726.98 "
L5703,Symes ankle w/o (sach) foot,Prosthetics & Orthotic,," $2,281.84 "
L5704,Custom shape cover bk,Prosthetics & Orthotic,, $568.97 
L5705,Custom shape cover ak,Prosthetics & Orthotic,," $1,000.88 "
L5706,Custom shape cvr knee disart,Prosthetics & Orthotic,, $982.09 
L5707,Custom shape cvr hip disart,Prosthetics & Orthotic,," $1,331.17 "
L5710,Kne-shin exo sng axi mnl loc,Prosthetics & Orthotic,, $399.12 
L5711,Knee-shin exo mnl lock ultra,Prosthetics & Orthotic,, $565.68 
L5712,Knee-shin exo frict swg & st,Prosthetics & Orthotic,, $474.41 
L5714,Knee-shin exo variable frict,Prosthetics & Orthotic,, $445.55 
L5716,Knee-shin exo mech stance ph,Prosthetics & Orthotic,, $802.65 
L5718,Knee-shin exo frct swg & sta,Prosthetics & Orthotic,, $975.18 
L5722,Knee-shin pneum swg frct exo,Prosthetics & Orthotic,, $969.75 
L5724,Knee-shin exo fluid swing ph,Prosthetics & Orthotic,," $1,667.49 "
L5726,Knee-shin ext jnts fld swg e,Prosthetics & Orthotic,," $1,901.75 "
L5728,Knee-shin fluid swg & stance,Prosthetics & Orthotic,," $2,597.91 "
L5780,Knee-shin pneum/hydra pneum,Prosthetics & Orthotic,," $1,223.78 "
L5781,Lower limb pros vacuum pump,Prosthetics & Orthotic,," $3,871.59 "
L5782,Hd low limb pros vacuum pump,Prosthetics & Orthotic,," $4,081.53 "
L5785,Exoskeletal bk ultralt mater,Prosthetics & Orthotic,, $555.12 
L5790,Exoskeletal ak ultra-light m,Prosthetics & Orthotic,, $769.99 
L5795,Exoskel hip ultra-light mate,Prosthetics & Orthotic,," $1,171.76 "
L5810,Endoskel knee-shin mnl lock,Prosthetics & Orthotic,, $536.25 
L5811,Endo knee-shin mnl lck ultra,Prosthetics & Orthotic,, $812.31 
L5812,Endo knee-shin frct swg & st,Prosthetics & Orthotic,, $621.86 
L5814,Endo knee-shin hydral swg ph,Prosthetics & Orthotic,," $3,599.57 "
L5816,Endo knee-shin polyc mch sta,Prosthetics & Orthotic,, $908.68 
L5818,Endo knee-shin frct swg & st,Prosthetics & Orthotic,," $1,059.60 "
L5822,Endo knee-shin pneum swg frc,Prosthetics & Orthotic,," $1,760.63 "
L5824,Endo knee-shin fluid swing p,Prosthetics & Orthotic,," $1,703.76 "
L5826,Miniature knee joint,Prosthetics & Orthotic,," $3,049.87 "
L5828,Endo knee-shin fluid swg/sta,Prosthetics & Orthotic,," $3,055.89 "
L5830,Endo knee-shin pneum/swg pha,Prosthetics & Orthotic,," $2,086.74 "
L5840,Multi-axial knee/shin system,Prosthetics & Orthotic,," $3,653.33 "
L5845,Knee-shin sys stance flexion,Prosthetics & Orthotic,," $1,737.53 "
L5848,Knee-shin sys hydraul stance,Prosthetics & Orthotic,," $1,040.49 "
L5850,Endo ak/hip knee extens assi,Prosthetics & Orthotic,, $132.52 
L5855,Mech hip extension assist,Prosthetics & Orthotic,, $341.31 
L5856,Elec knee-shin swing/stance,Prosthetics & Orthotic,," $23,225.12 "
L5857,Elec knee-shin swing only,Prosthetics & Orthotic,," $8,266.79 "
L5858,Stance phase only,Prosthetics & Orthotic,," $17,983.28 "
L5859,Knee-shin pro flex/ext cont,Prosthetics & Orthotic,," $14,085.94 "
L5910,Endo below knee alignable sy,Prosthetics & Orthotic,, $394.40 
L5920,Endo ak/hip alignable system,Prosthetics & Orthotic,, $582.68 
L5925,Above knee manual lock,Prosthetics & Orthotic,, $392.05 
L5930,High activity knee frame,Prosthetics & Orthotic,," $3,281.57 "
L5940,Endo bk ultra-light material,Prosthetics & Orthotic,, $551.01 
L5950,Endo ak ultra-light material,Prosthetics & Orthotic,, $830.76 
L5960,Endo hip ultra-light materia,Prosthetics & Orthotic,," $1,046.10 "
L5961,"Endo poly hip, pneu/hyd/rot",Prosthetics & Orthotic,," $4,614.22 "
L5962,Below knee flex cover system,Prosthetics & Orthotic,, $641.36 
L5964,Above knee flex cover system,Prosthetics & Orthotic,," $1,018.45 "
L5966,Hip flexible cover system,Prosthetics & Orthotic,," $1,307.32 "
L5968,Multiaxial ankle w dorsiflex,Prosthetics & Orthotic,," $3,529.24 "
L5970,Foot external keel sach foot,Prosthetics & Orthotic,, $221.67 
L5971,"Sach foot, replacement",Prosthetics & Orthotic,, $222.91 
L5972,Flexible keel foot,Prosthetics & Orthotic,, $390.78 
L5973,Ank-foot sys dors-plant flex,Prosthetics & Orthotic,," $16,900.20 "
L5974,Foot single axis ankle/foot,Prosthetics & Orthotic,, $263.01 
L5975,Combo ankle/foot prosthesis,Prosthetics & Orthotic,, $450.24 
L5976,Energy storing foot,Prosthetics & Orthotic,, $613.72 
L5978,Ft prosth multiaxial ankl/ft,Prosthetics & Orthotic,, $319.68 
L5979,Multi-axial ankle/ft prosth,Prosthetics & Orthotic,," $2,461.71 "
L5980,Flex foot system,Prosthetics & Orthotic,," $4,031.36 "
L5981,Flex-walk sys low ext prosth,Prosthetics & Orthotic,," $3,103.37 "
L5982,Exoskeletal axial rotation u,Prosthetics & Orthotic,, $644.34 
L5984,Endoskeletal axial rotation,Prosthetics & Orthotic,, $621.96 
L5985,Lwr ext dynamic prosth pylon,Prosthetics & Orthotic,, $275.31 
L5986,Multi-axial rotation unit,Prosthetics & Orthotic,, $691.52 
L5987,Shank ft w vert load pylon,Prosthetics & Orthotic,," $6,972.35 "
L5988,Vertical shock reducing pylo,Prosthetics & Orthotic,," $1,940.15 "
L5990,User adjustable heel height,Prosthetics & Orthotic,," $1,755.45 "
L6000,Part hand thumb rem,Prosthetics & Orthotic,," $1,456.47 "
L6010,Part hand little/ring,Prosthetics & Orthotic,," $1,619.08 "
L6020,Part hand no fingers,Prosthetics & Orthotic,," $1,510.50 "
L6026,Part hand myo exclu term dev,Prosthetics & Orthotic,," $4,308.88 "
L6050,Wrst mld sck flx hng tri pad,Prosthetics & Orthotic,," $2,084.02 "
L6055,Wrst mold sock w/exp interfa,Prosthetics & Orthotic,," $2,892.25 "
L6100,Elb mold sock flex hinge pad,Prosthetics & Orthotic,," $2,093.18 "
L6110,Elbow mold sock suspension t,Prosthetics & Orthotic,," $2,245.99 "
L6120,Elbow mold doub splt soc ste,Prosthetics & Orthotic,," $2,621.56 "
L6130,Elbow stump activated lock h,Prosthetics & Orthotic,," $2,830.56 "
L6200,Elbow mold outsid lock hinge,Prosthetics & Orthotic,," $2,998.31 "
L6205,Elbow molded w/ expand inter,Prosthetics & Orthotic,," $3,997.94 "
L6250,Elbow inter loc elbow forarm,Prosthetics & Orthotic,," $2,910.74 "
L6300,Shlder disart int lock elbow,Prosthetics & Orthotic,," $4,100.43 "
L6310,Shoulder passive restor comp,Prosthetics & Orthotic,," $3,264.07 "
L6320,Shoulder passive restor cap,Prosthetics & Orthotic,," $1,832.80 "
L6350,Thoracic intern lock elbow,Prosthetics & Orthotic,," $4,269.08 "
L6360,Thoracic passive restor comp,Prosthetics & Orthotic,," $3,430.30 "
L6370,Thoracic passive restor cap,Prosthetics & Orthotic,," $2,198.24 "
L6380,Postop dsg cast chg wrst/elb,Prosthetics & Orthotic,," $1,250.24 "
L6382,Postop dsg cast chg elb dis/,Prosthetics & Orthotic,," $1,617.89 "
L6384,Postop dsg cast chg shlder/t,Prosthetics & Orthotic,," $2,088.47 "
L6386,Postop ea cast chg & realign,Prosthetics & Orthotic,, $453.24 
L6388,Postop applicat rigid dsg on,Prosthetics & Orthotic,, $477.64 
L6400,Below elbow prosth tiss shap,Prosthetics & Orthotic,," $2,499.40 "
L6450,Elb disart prosth tiss shap,Prosthetics & Orthotic,," $3,350.29 "
L6500,Above elbow prosth tiss shap,Prosthetics & Orthotic,," $3,295.03 "
L6550,Shldr disar prosth tiss shap,Prosthetics & Orthotic,," $4,134.38 "
L6570,Scap thorac prosth tiss shap,Prosthetics & Orthotic,," $4,771.14 "
L6580,Wrist/elbow bowden cable mol,Prosthetics & Orthotic,," $1,679.42 "
L6582,Wrist/elbow bowden cbl dir f,Prosthetics & Orthotic,," $1,481.75 "
L6584,Elbow fair lead cable molded,Prosthetics & Orthotic,," $2,212.34 "
L6586,Elbow fair lead cable dir fo,Prosthetics & Orthotic,," $2,022.61 "
L6588,Shdr fair lead cable molded,Prosthetics & Orthotic,," $3,062.17 "
L6590,Shdr fair lead cable direct,Prosthetics & Orthotic,," $2,819.39 "
L6600,Polycentric hinge pair,Prosthetics & Orthotic,, $204.32 
L6605,Single pivot hinge pair,Prosthetics & Orthotic,, $201.38 
L6610,Flexible metal hinge pair,Prosthetics & Orthotic,, $180.10 
L6611,"Additional switch, ext power",Prosthetics & Orthotic,, $398.39 
L6615,Disconnect locking wrist uni,Prosthetics & Orthotic,, $186.42 
L6616,Disconnect insert locking wr,Prosthetics & Orthotic,, $69.60 
L6620,Flexion/extension wrist unit,Prosthetics & Orthotic,, $326.63 
L6621,Flex/ext wrist w/wo friction,Prosthetics & Orthotic,," $2,213.23 "
L6623,Spring-ass rot wrst w/ latch,Prosthetics & Orthotic,, $678.68 
L6624,Flex/ext/rotation wrist unit,Prosthetics & Orthotic,," $3,644.12 "
L6625,Rotation wrst w/ cable lock,Prosthetics & Orthotic,, $585.09 
L6628,Quick disconn hook adapter o,Prosthetics & Orthotic,, $514.35 
L6629,Lamination collar w/ couplin,Prosthetics & Orthotic,, $157.98 
L6630,Stainless steel any wrist,Prosthetics & Orthotic,, $226.63 
L6632,Latex suspension sleeve each,Prosthetics & Orthotic,, $67.94 
L6635,Lift assist for elbow,Prosthetics & Orthotic,, $193.30 
L6637,Nudge control elbow lock,Prosthetics & Orthotic,, $391.47 
L6638,Elec lock on manual pw elbow,Prosthetics & Orthotic,," $2,419.74 "
L6640,Shoulder abduction joint pai,Prosthetics & Orthotic,, $300.67 
L6641,Excursion amplifier pulley t,Prosthetics & Orthotic,, $180.88 
L6642,Excursion amplifier lever ty,Prosthetics & Orthotic,, $249.04 
L6645,Shoulder flexion-abduction j,Prosthetics & Orthotic,, $350.55 
L6646,Multipo locking shoulder jnt,Prosthetics & Orthotic,," $3,051.84 "
L6647,Shoulder lock actuator,Prosthetics & Orthotic,, $502.42 
L6648,Ext pwrd shlder lock/unlock,Prosthetics & Orthotic,," $3,147.54 "
L6650,Shoulder universal joint,Prosthetics & Orthotic,, $371.02 
L6655,Standard control cable extra,Prosthetics & Orthotic,, $82.11 
L6660,Heavy duty control cable,Prosthetics & Orthotic,, $100.59 
L6665,Teflon or equal cable lining,Prosthetics & Orthotic,, $48.19 
L6670,Hook to hand cable adapter,Prosthetics & Orthotic,, $52.70 
L6672,Harness chest/shlder saddle,Prosthetics & Orthotic,, $193.30 
L6675,Harness figure of 8 sing con,Prosthetics & Orthotic,, $125.71 
L6676,Harness figure of 8 dual con,Prosthetics & Orthotic,, $132.76 
L6677,Ue triple control harness,Prosthetics & Orthotic,, $287.04 
L6680,Test sock wrist disart/bel e,Prosthetics & Orthotic,, $262.24 
L6682,Test sock elbw disart/above,Prosthetics & Orthotic,, $287.57 
L6684,Test socket shldr disart/tho,Prosthetics & Orthotic,, $392.64 
L6686,Suction socket,Prosthetics & Orthotic,, $677.70 
L6687,Frame typ socket bel elbow/w,Prosthetics & Orthotic,, $593.24 
L6688,Frame typ sock above elb/dis,Prosthetics & Orthotic,, $587.03 
L6689,Frame typ socket shoulder di,Prosthetics & Orthotic,, $736.50 
L6690,Frame typ sock interscap-tho,Prosthetics & Orthotic,, $763.25 
L6691,Removable insert each,Prosthetics & Orthotic,, $383.42 
L6692,Silicone gel insert or equal,Prosthetics & Orthotic,, $614.39 
L6693,Lockingelbow forearm cntrbal,Prosthetics & Orthotic,," $2,757.22 "
L6694,Elbow socket ins use w/lock,Prosthetics & Orthotic,, $721.05 
L6695,Elbow socket ins use w/o lck,Prosthetics & Orthotic,, $600.85 
L6696,Cus elbo skt in for con/atyp,Prosthetics & Orthotic,," $1,273.08 "
L6697,Cus elbo skt in not con/atyp,Prosthetics & Orthotic,," $1,273.08 "
L6698,Below/above elbow lock mech,Prosthetics & Orthotic,, $571.25 
L6703,"Term dev, passive hand mitt",Prosthetics & Orthotic,, $350.24 
L6704,"Term dev, sport/rec/work att",Prosthetics & Orthotic,, $632.88 
L6706,Term dev mech hook vol open,Prosthetics & Orthotic,, $382.14 
L6707,Term dev mech hook vol close,Prosthetics & Orthotic,," $1,398.93 "
L6708,Term dev mech hand vol open,Prosthetics & Orthotic,, $918.67 
L6709,Term dev mech hand vol close,Prosthetics & Orthotic,," $1,339.65 "
L6711,"Ped term dev, hook, vol open",Prosthetics & Orthotic,, $650.54 
L6712,"Ped term dev, hook, vol clos",Prosthetics & Orthotic,," $1,197.78 "
L6713,"Ped term dev, hand, vol open",Prosthetics & Orthotic,," $1,511.71 "
L6714,"Ped term dev, hand, vol clos",Prosthetics & Orthotic,," $1,280.41 "
L6715,"Term device, multi art digit",Prosthetics & Orthotic,," $3,055.59 "
L6721,"Hook/hand, hvy dty, vol open",Prosthetics & Orthotic,," $2,275.79 "
L6722,"Hook/hand, hvy dty, vol clos",Prosthetics & Orthotic,," $1,963.95 "
L6805,Term dev modifier wrist unit,Prosthetics & Orthotic,, $369.00 
L6810,Term dev precision pinch dev,Prosthetics & Orthotic,, $198.93 
L6880,Elec hand ind art digits,Prosthetics & Orthotic,," $23,124.00 "
L6881,Term dev auto grasp feature,Prosthetics & Orthotic,," $3,955.83 "
L6882,Microprocessor control uplmb,Prosthetics & Orthotic,," $3,000.70 "
L6883,Replc sockt below e/w disa,Prosthetics & Orthotic,," $1,703.08 "
L6884,Replc sockt above elbow disa,Prosthetics & Orthotic,," $2,424.83 "
L6885,Replc sockt shldr dis/interc,Prosthetics & Orthotic,," $3,430.30 "
L6890,Prefab glove for term device,Prosthetics & Orthotic,, $195.53 
L6895,Custom glove for term device,Prosthetics & Orthotic,, $594.16 
L6900,Hand restorat thumb/1 finger,Prosthetics & Orthotic,," $1,688.65 "
L6905,Hand restoration multiple fi,Prosthetics & Orthotic,," $1,638.16 "
L6910,Hand restoration no fingers,Prosthetics & Orthotic,," $1,616.52 "
L6915,Hand restoration replacmnt g,Prosthetics & Orthotic,, $694.38 
L6920,Wrist disarticul switch ctrl,Prosthetics & Orthotic,," $7,318.61 "
L6925,Wrist disart myoelectronic c,Prosthetics & Orthotic,," $8,266.90 "
L6930,Below elbow switch control,Prosthetics & Orthotic,," $7,248.34 "
L6935,Below elbow myoelectronic ct,Prosthetics & Orthotic,," $8,401.90 "
L6940,Elbow disarticulation switch,Prosthetics & Orthotic,," $9,404.68 "
L6945,Elbow disart myoelectronic c,Prosthetics & Orthotic,," $10,829.08 "
L6950,Above elbow switch control,Prosthetics & Orthotic,," $10,236.53 "
L6955,Above elbow myoelectronic ct,Prosthetics & Orthotic,," $12,222.80 "
L6960,Shldr disartic switch contro,Prosthetics & Orthotic,," $12,922.57 "
L6965,Shldr disartic myoelectronic,Prosthetics & Orthotic,," $15,005.03 "
L6970,Interscapular-thor switch ct,Prosthetics & Orthotic,," $15,656.61 "
L6975,Interscap-thor myoelectronic,Prosthetics & Orthotic,," $17,159.85 "
L7007,Adult electric hand,Prosthetics & Orthotic,," $3,536.96 "
L7008,Pediatric electric hand,Prosthetics & Orthotic,," $5,769.21 "
L7009,Adult electric hook,Prosthetics & Orthotic,," $3,619.76 "
L7040,Prehensile actuator,Prosthetics & Orthotic,," $2,898.14 "
L7045,Pediatric electric hook,Prosthetics & Orthotic,," $1,602.55 "
L7170,Electronic elbow hosmer swit,Prosthetics & Orthotic,," $6,151.34 "
L7180,Electronic elbow sequential,Prosthetics & Orthotic,," $34,871.21 "
L7181,Electronic elbo simultaneous,Prosthetics & Orthotic,," $38,770.38 "
L7185,Electron elbow adolescent sw,Prosthetics & Orthotic,," $6,384.89 "
L7186,Electron elbow child switch,Prosthetics & Orthotic,," $9,720.07 "
L7190,Elbow adolescent myoelectron,Prosthetics & Orthotic,," $8,085.53 "
L7191,Elbow child myoelectronic ct,Prosthetics & Orthotic,," $10,113.35 "
L7259,Electronic wrist rotator any,Prosthetics & Orthotic,," $3,711.70 "
L7360,Six volt bat otto bock/eq ea,Prosthetics & Orthotic,, $250.69 
L7362,Battery chrgr six volt otto,Prosthetics & Orthotic,, $277.92 
L7364,Twelve volt battery utah/equ,Prosthetics & Orthotic,, $465.83 
L7366,Battery chrgr 12 volt utah/e,Prosthetics & Orthotic,, $619.98 
L7367,Replacemnt lithium ionbatter,Prosthetics & Orthotic,, $376.71 
L7368,Lithium ion battery charger,Prosthetics & Orthotic,, $488.35 
L7400,"Add ue prost be/wd, ultlite",Prosthetics & Orthotic,, $296.57 
L7401,Add ue prost a/e ultlite mat,Prosthetics & Orthotic,, $332.00 
L7402,Add ue prost s/d ultlite mat,Prosthetics & Orthotic,, $358.53 
L7403,Add ue prost b/e acrylic,Prosthetics & Orthotic,, $356.33 
L7404,Add ue prost a/e acrylic,Prosthetics & Orthotic,, $537.82 
L7405,Add ue prost s/d acrylic,Prosthetics & Orthotic,, $703.38 
L7700,Pros soc insert gasket/seal,Prosthetics & Orthotic,, $124.21 
L8000,Mastectomy bra,Prosthetics & Orthotic,, $39.68 
L8001,Breast prosthesis bra & form,Prosthetics & Orthotic,, $121.37 
L8002,Brst prsth bra & bilat form,Prosthetics & Orthotic,, $159.64 
L8015,Ext breastprosthesis garment,Prosthetics & Orthotic,, $58.23 
L8020,Mastectomy form,Prosthetics & Orthotic,, $218.52 
L8030,Breast prosthes w/o adhesive,Prosthetics & Orthotic,, $340.17 
L8031,Breast prosthesis w adhesive,Prosthetics & Orthotic,, $340.17 
L8032,Reusable nipple prosthesis,Prosthetics & Orthotic,, $37.98 
L8035,Custom breast prosthesis,Prosthetics & Orthotic,," $3,558.09 "
L8040,Nasal prosthesis,Prosthetics & Orthotic,," $2,404.16 "
L8041,Midfacial prosthesis,Prosthetics & Orthotic,," $2,897.82 "
L8042,Orbital prosthesis,Prosthetics & Orthotic,," $3,255.97 "
L8043,Upper facial prosthesis,Prosthetics & Orthotic,," $3,646.70 "
L8044,Hemi-facial prosthesis,Prosthetics & Orthotic,," $4,037.40 "
L8045,Auricular prosthesis,Prosthetics & Orthotic,," $2,639.24 "
L8046,Partial facial prosthesis,Prosthetics & Orthotic,," $2,604.78 "
L8047,Nasal septal prosthesis,Prosthetics & Orthotic,," $1,334.95 "
L8300,Truss single w/ standard pad,Prosthetics & Orthotic,, $94.93 
L8310,Truss double w/ standard pad,Prosthetics & Orthotic,, $148.40 
L8320,Truss addition to std pad wa,Prosthetics & Orthotic,, $59.62 
L8330,Truss add to std pad scrotal,Prosthetics & Orthotic,, $55.33 
L8400,Sheath below knee,Prosthetics & Orthotic,, $17.52 
L8410,Sheath above knee,Prosthetics & Orthotic,, $22.87 
L8415,Sheath upper limb,Prosthetics & Orthotic,, $23.10 
L8417,Pros sheath/sock w gel cushn,Prosthetics & Orthotic,, $72.86 
