NDC Description,NDC, NADAC_Per_Unit ,Effective_Date,Pricing_Unit,OTC,Brand/Generic,As of Date,High Cost
AMIODARONE HCL 100 MG TABLET,51862015430, $2.37 ,5/17/17,EA,N,G,6/7/17,Low
AMIODARONE HCL 200 MG TABLET,68084037111, $0.13 ,5/17/17,EA,N,G,6/7/17,Low
AMIODARONE HCL 400 MG TABLET,51672405700, $3.18 ,5/17/17,EA,N,G,6/7/17,Low
AMITIZA 24 MCG CAPSULES,64764024060, $5.61 ,2/22/17,EA,N,B,6/7/17,High
AMITIZA 8 MCG CAPSULE,64764008060, $5.61 ,2/22/17,EA,N,B,6/7/17,High
AMITRIPTYLINE HCL 10 MG TAB,781148601, $0.12 ,5/17/17,EA,N,G,6/7/17,Low
AMITRIPTYLINE HCL 100 MG TAB,16714045001, $0.90 ,5/17/17,EA,N,G,6/7/17,Low
AMITRIPTYLINE HCL 150 MG TAB,378269501, $1.27 ,5/17/17,EA,N,G,6/7/17,Low
AMITRIPTYLINE HCL 25 MG TAB,603221332, $0.23 ,5/17/17,EA,N,G,6/7/17,Low
AMITRIPTYLINE HCL 50 MG TAB,51079013320, $0.46 ,5/17/17,EA,N,G,6/7/17,Low
AMITRIPTYLINE HCL 75 MG TAB,16729017401, $0.73 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE BESYLATE 10 MG TAB,42806005709, $0.02 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE BESYLATE 2.5 MG TAB,60505019302, $0.02 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE BESYLATE 5 MG TAB,60505019402, $0.02 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-ATORVAST 10-10 MG,59762673007, $4.38 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-ATORVAST 10-20 MG,59762673101, $4.45 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-ATORVAST 10-40 MG,378451993, $5.66 ,5/17/17,EA,N,G,6/7/17,High
AMLODIPINE-ATORVAST 10-80 MG,59762673301, $5.25 ,3/22/17,EA,N,G,6/7/17,High
AMLODIPINE-ATORVAST 5-10 MG,378451393, $4.03 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-ATORVAST 5-20 MG,378451493, $4.14 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-ATORVAST 5-40 MG,43598031630, $5.37 ,4/19/17,EA,N,G,6/7/17,High
AMLODIPINE-BENAZEPRIL 10-20 MG,591376001, $0.23 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-BENAZEPRIL 10-40 MG,93767101, $0.26 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-BENAZEPRIL 2.5-10,65862058201, $0.39 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-BENAZEPRIL 5-10 MG,93737101, $0.27 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-BENAZEPRIL 5-20 MG,68001013400, $0.20 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-BENAZEPRIL 5-40 MG,68001013500, $0.24 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-OLMESARTAN 10-20 MG,57664077383, $0.88 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-OLMESARTAN 10-40 MG,33342019310, $1.09 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-OLMESARTAN 5-20 MG,33342019010, $0.91 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-OLMESARTAN 5-40 MG,27241008409, $1.09 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN 10-160 MG,93769198, $0.61 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN 10-320 MG,93769356, $0.63 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN 5-160 MG,68180076406, $0.40 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN 5-320 MG,62332020730, $0.62 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-160-12.5 MG TAB,68180077209, $2.54 ,3/22/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-160-25 MG TAB,49884018509, $3.20 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 10-320-25 MG TAB,49884017509, $3.05 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 5-160-12.5 MG TAB,93780756, $1.94 ,5/17/17,EA,N,G,6/7/17,Low
AMLODIPINE-VALSARTAN-HYDROCHLOROTHIAZIDE 5-160-25 MG TAB,93703798, $2.93 ,5/17/17,EA,N,G,6/7/17,Low
AMMONIA INHALANT AMPULE,39822990001, $0.42 ,5/17/17,EA,Y,G,6/7/17,Low
AMMONIUM LACTATE 12% CREAM,45802049326, $0.08 ,5/17/17,GM,N,G,6/7/17,Low
AMMONIUM LACTATE 12% CREAM,63044040420, $0.03 ,4/19/17,GM,Y,G,6/7/17,Low
AMMONIUM LACTATE 12% LOTION,45802041954, $0.08 ,5/17/17,GM,N,G,6/7/17,Low
AMMONIUM LACTATE 12% LOTION,63044048409, $0.03 ,4/19/17,GM,Y,G,6/7/17,Low
AMOX-CLAV 200-28.5 MG/5 ML SUS,143998150, $0.11 ,3/22/17,ML,N,G,6/7/17,Low
AMOX-CLAV 250-125 MG TABLET,781187431, $3.67 ,4/19/17,EA,N,G,6/7/17,Low
AMOX-CLAV 250-62.5 MG/5 ML SUS,60432006575, $0.58 ,5/17/17,ML,N,G,6/7/17,Low
AMOX-CLAV 400-57 MG TAB CHEW,93227234, $2.20 ,5/17/17,EA,N,G,6/7/17,Low
AMOX-CLAV 400-57 MG/5 ML SUSP,143998250, $0.12 ,5/17/17,ML,N,G,6/7/17,Low
AMOX-CLAV 500-125 MG TABLET,65862050220, $0.40 ,5/17/17,EA,N,G,6/7/17,Low
AMOX-CLAV 600-42.9 MG/5 ML SUS,65862053575, $0.12 ,5/17/17,ML,N,G,6/7/17,Low
AMOX-CLAV 875-125 MG TABLET,66685100101, $0.40 ,5/17/17,EA,N,G,6/7/17,Low
AMOXICILLIN 125 MG/5 ML SUSP,781603958, $0.02 ,5/17/17,ML,N,G,6/7/17,Low
AMOXICILLIN 200 MG/5 ML SUSP,67253014743, $0.03 ,5/17/17,ML,N,G,6/7/17,Low
AMOXICILLIN 250 MG CAPSULE,143993805, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
AMOXICILLIN 250 MG TAB CHEW,93226805, $0.30 ,5/17/17,EA,N,G,6/7/17,Low
AMOXICILLIN 250 MG/5 ML SUSP,781604158, $0.03 ,5/17/17,ML,N,G,6/7/17,Low
AMOXICILLIN 400 MG/5 ML SUSP,781615752, $0.03 ,5/17/17,ML,N,G,6/7/17,Low
AMOXICILLIN 500 MG CAPSULE,76439010450, $0.07 ,5/17/17,EA,N,G,6/7/17,Low
AMOXICILLIN 500 MG TABLET,781506001, $0.24 ,5/17/17,EA,N,G,6/7/17,Low
AMOXICILLIN 875 MG TABLET,781506101, $0.14 ,5/17/17,EA,N,G,6/7/17,Low
AMPICILLIN 250 MG CAPSULE,781214401, $0.08 ,5/17/17,EA,N,G,6/7/17,Low
AMPICILLIN 500 MG CAPSULE,781214505, $0.13 ,5/17/17,EA,N,G,6/7/17,Low
AMRIX ER 15 MG CAPSULE,63459070060, $31.92 ,2/22/17,EA,N,B,6/7/17,High
AMRIX ER 30 MG CAPSULE,63459070160, $31.74 ,1/1/17,EA,N,B,6/7/17,High
ANAGRELIDE HCL 0.5 MG CAPSULE,172524160, $0.70 ,5/17/17,EA,N,G,6/7/17,Low
ANAGRELIDE HCL 1 MG CAPSULE,172524060, $1.73 ,10/19/16,EA,N,G,6/7/17,Low
ANASPAZ 0.125 MG TABLET ODT,225029520, $0.24 ,5/17/17,EA,N,G,6/7/17,Low
ANASTROZOLE 1 MG TABLET,62756025013, $0.13 ,5/17/17,EA,N,G,6/7/17,Low
ANDRODERM 2 MG/24HR PATCH,52544007660, $8.14 ,2/22/17,EA,N,B,6/7/17,High
ANDRODERM 4 MG/24HR PATCH,52544007730, $16.51 ,2/22/17,EA,N,B,6/7/17,High
ANDROGEL 1%(2.5G) GEL PACKET,51842530, $7.37 ,4/3/17,GM,N,B,6/7/17,High
ANDROGEL 1%(5G) GEL PACKET,51845030, $3.74 ,5/17/17,GM,N,B,6/7/17,Low
ANDROGEL 1.62% GEL PUMP,51846233, $7.27 ,5/17/17,GM,N,B,6/7/17,High
ANDROGEL 1.62%(1.25G) GEL PCKT,51846231, $14.48 ,5/17/17,GM,N,B,6/7/17,High
ANDROGEL 1.62%(2.5G) GEL PCKT,51846230, $7.57 ,5/17/17,GM,N,B,6/7/17,High
ANGELIQ 0.5 MG-1 MG TABLET,50419048303, $5.54 ,4/1/17,EA,N,B,6/7/17,High
ANORO ELLIPTA 62.5-25 MCG INH,173086910, $5.47 ,2/22/17,EA,N,B,6/7/17,High
ANTACID 500 MG CHEW TABLET,51645073515, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ANTACID 500 MG CHEWABLE TABLET,113047847, $0.02 ,3/22/17,EA,Y,G,6/7/17,Low
ANTACID ANTI-GAS LIQUID,37205053540, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTACID CALCIUM 500 MG CHW TAB,36800047847, $0.02 ,3/22/17,EA,Y,G,6/7/17,Low
ANTACID EX-STR 750 MG TAB CHEW,536105022, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
ANTACID EX-STR TABLET CHEW,113017980, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
ANTACID EXTRA STRENGTH CHW TAB,46122015078, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
ANTACID LIQUID,37205031440, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTACID MAXIMUM STRENGTH LIQ,37205053640, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTACID PLUS ANTI-GAS RELF LIQ,113035740, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTACID PLUS ANTI-GAS SUSP,36800058840, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTACID SUSPENSION,36800034040, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTACID XTRA STRENGTH CHEW TAB,24385010680, $0.02 ,5/17/17,EA,Y,G,6/7/17,Low
ANTACID-ANTIGAS LIQUID,37205053040, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTACID-SIMETHICONE LIQUID,113034040, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTARA 90 MG CAPSULE,27437010806, $16.41 ,3/22/17,EA,N,B,6/7/17,High
ANTI-DANDRUFF 1% SHAMPOO,536199553, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
ANTI-DIARRHEAL 2 MG CAPLET,24385055467, $0.11 ,5/17/17,EA,Y,G,6/7/17,Low
ANTI-DIARRHEAL 2 MG SOFTGEL,46122020762, $0.12 ,5/17/17,EA,Y,G,6/7/17,Low
ANTI-DIARRHEAL 2 MG TABLET,36800022491, $0.11 ,5/17/17,EA,Y,G,6/7/17,Low
ANTIFUNGAL 1% CREAM,24385020501, $0.15 ,5/17/17,GM,Y,G,6/7/17,Low
ANTI-FUNGAL 1% POWDER,536515026, $0.05 ,5/17/17,GM,Y,G,6/7/17,Low
ANTIFUNGAL 1% SPRAY POWDER,37205034466, $0.02 ,3/22/17,GM,Y,G,6/7/17,Low
ANTIFUNGAL 2% CREAM,472073514, $0.12 ,2/22/17,GM,Y,G,6/7/17,Low
ANTI-ITCH 1% CREAM,113097364, $0.06 ,5/17/17,GM,Y,G,6/7/17,Low
ANTI-ITCH 2% CREAM,24385021003, $0.07 ,5/17/17,GM,Y,G,6/7/17,Low
ANTI-ITCH 2% SPRAY,37205033816, $0.04 ,8/17/16,ML,Y,G,6/7/17,Low
ANTI-ITCH CREAM,37205027810, $0.07 ,5/17/17,GM,Y,G,6/7/17,Low
ANTI-ITCH LOTION,46122014310, $0.01 ,5/18/16,ML,Y,G,6/7/17,Low
ANTI-NAUSEA LIQUID,113029126, $0.02 ,5/17/17,ML,Y,G,6/7/17,Low
ANTISEPTIC SKIN CLEANSER 4%,536110297, $0.05 ,5/17/17,ML,Y,G,6/7/17,Low
ANU-MED SUPPOSITORY,904768822, $0.14 ,5/17/17,EA,Y,G,6/7/17,Low
APEXICON E 0.05% CREAM,10337039530, $17.47 ,12/31/16,GM,N,B-ANDA,6/7/17,High
APIDRA 100 UNITS/ML VIAL,88250033, $24.50 ,10/19/16,ML,N,B,6/7/17,High
APIDRA SOLOSTAR 100 UNITS/ML,88250205, $31.57 ,10/19/16,ML,N,B,6/7/17,High
APLENZIN ER 522 MG TABLET,187581230, $115.28 ,10/13/16,EA,N,B,6/7/17,High
APLISOL 5T UNITS/0.1 ML VIAL,42023010401, $68.89 ,4/19/17,ML,N,B,6/7/17,High
APRACLONIDINE HCL 0.5% DROPS,61314066505, $10.86 ,2/22/17,ML,N,G,6/7/17,High
APRI 28 DAY TABLET,555904358, $0.42 ,5/17/17,EA,N,G,6/7/17,Low
APRISO ER 0.375 GRAM CAPSULE,65649010302, $3.54 ,2/22/17,EA,N,B,6/7/17,Low
APRODINE TABLET,904025024, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
APTIOM 200 MG TABLET,63402020230, $26.79 ,4/19/17,EA,N,B,6/7/17,High
APTIOM 400 MG TABLET,63402020430, $26.68 ,2/22/17,EA,N,B,6/7/17,High
APTIOM 600 MG TABLET,63402020660, $26.66 ,1/18/17,EA,N,B,6/7/17,High
APTIOM 800 MG TABLET,63402020830, $26.75 ,2/22/17,EA,N,B,6/7/17,High
APTIVUS 250 MG CAPSULE,597000302, $11.93 ,1/4/17,EA,N,B,6/7/17,High
ARANELLE 28 TABLET,555906667, $0.73 ,5/17/17,EA,N,G,6/7/17,Low
ARCAPTA NEOHALER 75 MCG CAP,78061915, $7.56 ,4/1/17,EA,N,B,6/7/17,High
ARICEPT 10 MG TABLET,62856024630, $16.13 ,11/23/16,EA,N,B,6/7/17,High
ARIMIDEX 1 MG TABLET,310020130, $15.28 ,1/18/17,EA,N,B,6/7/17,High
ARIPIPRAZOLE 1 MG/ML SOLUTION,54838057059, $3.52 ,5/17/17,ML,N,G,6/7/17,Low
ARIPIPRAZOLE 10 MG TABLET,65162089809, $1.02 ,5/17/17,EA,N,G,6/7/17,Low
ARIPIPRAZOLE 15 MG TABLET,65162089903, $1.13 ,5/17/17,EA,N,G,6/7/17,Low
ARIPIPRAZOLE 2 MG TABLET,65162089603, $1.08 ,5/17/17,EA,N,G,6/7/17,Low
ARIPIPRAZOLE 20 MG TABLET,13668022005, $1.58 ,5/17/17,EA,N,G,6/7/17,Low
ARIPIPRAZOLE 30 MG TABLET,13811068410, $1.58 ,5/17/17,EA,N,G,6/7/17,Low
ARIPIPRAZOLE 5 MG TABLET,13811068030, $1.02 ,5/17/17,EA,N,G,6/7/17,Low
ARISTADA ER 441 MG/1.6 ML SYRN,65757040103, $679.62 ,4/7/17,ML,N,B,6/7/17,High
ARISTADA ER 662 MG/2.4 ML SYRN,65757040203, $678.50 ,5/17/17,ML,N,B,6/7/17,High
ARISTADA ER 882 MG/3.2 ML SYRN,65757040303, $681.88 ,5/17/17,ML,N,B,6/7/17,High
ARMODAFINIL 150 MG TABLET,68180057107, $1.88 ,4/19/17,EA,N,G,6/7/17,Low
ARMODAFINIL 200 MG TABLET,781804531, $1.73 ,4/19/17,EA,N,G,6/7/17,Low
ARMODAFINIL 250 MG TABLET,68180057307, $1.86 ,5/17/17,EA,N,G,6/7/17,Low
ARMODAFINIL 50 MG TABLET,93309056, $0.81 ,4/19/17,EA,N,G,6/7/17,Low
ARMOUR THYROID 120 MG TABLET,456046101, $1.23 ,2/22/17,EA,N,B,6/7/17,Low
ARMOUR THYROID 15 MG TABLET,456045701, $0.51 ,2/22/17,EA,N,B,6/7/17,Low
ARMOUR THYROID 180 MG TABLET,456046201, $1.01 ,2/22/17,EA,N,B,6/7/17,Low
ARMOUR THYROID 240 MG TABLET,456046301, $1.22 ,10/19/16,EA,N,B,6/7/17,Low
ARMOUR THYROID 30 MG TABLET,456045801, $0.60 ,2/22/17,EA,N,B,6/7/17,Low
ARMOUR THYROID 60 MG TABLET,456045901, $0.67 ,2/22/17,EA,N,B,6/7/17,Low
ARMOUR THYROID 90 MG TABLET,456046001, $1.05 ,2/22/17,EA,N,B,6/7/17,Low
ARNUITY ELLIPTA 100 MCG INH,173087410, $5.09 ,2/22/17,EA,N,B,6/7/17,High
ARNUITY ELLIPTA 200 MCG INH,173087610, $6.81 ,2/22/17,EA,N,B,6/7/17,High
AROMASIN 25 MG TABLET,9766304, $32.06 ,6/1/17,EA,N,B,6/7/17,High
ARTHRICREAM 10% RUB,24385016553, $0.03 ,5/17/17,GM,Y,G,6/7/17,Low
ARTHRITIS 10% CREAM,37205075021, $0.03 ,5/17/17,GM,Y,G,6/7/17,Low
ARTHRITIS PAIN ER 650 MG CAPLT,63868008950, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
ARTHRITIS PAIN RELIEF ER 650 MG CAPLET,24385062978, $0.06 ,5/17/17,EA,Y,G,6/7/17,Low
ARTHROTEC 50 MG-200 MCG TAB,25141190, $7.34 ,6/1/17,EA,N,B,6/7/17,High
ARTHROTEC 75 MG-200 MCG TAB,25142160, $7.19 ,6/1/17,EA,N,B,6/7/17,High
ARTIFICIAL TEARS 1.4 % DROPS,536108494, $0.13 ,5/17/17,ML,Y,G,6/7/17,Low
ARTIFICIAL TEARS 1.4% DROPS,17478006012, $0.13 ,5/17/17,ML,Y,G,6/7/17,Low
ARTIFICIAL TEARS DROPS,24385000605, $0.09 ,4/19/17,ML,Y,G,6/7/17,Low
ARTIFICIAL TEARS EYE OINTMENT,536108691, $0.74 ,5/17/17,GM,Y,G,6/7/17,Low
ASA-BUTALB-CAFF-COD #3 CAPSULE,68308031210, $1.77 ,5/17/17,EA,N,G,6/7/17,Low
ASACOL HD DR 800 MG TABLET,430078327, $7.52 ,2/22/17,EA,N,B,6/7/17,High
ASCOMP WITH CODEINE CAPSULE,51991007405, $1.77 ,5/17/17,EA,N,G,6/7/17,Low
ASHLYNA 0.15-0.03-0.01 MG TAB,68462064693, $1.48 ,5/17/17,EA,N,G,6/7/17,Low
ASMANEX HFA 100 MCG INHALER,85433301, $13.17 ,4/19/17,GM,N,B,6/7/17,High
ASMANEX HFA 200 MCG INHALER,85433401, $15.50 ,4/19/17,GM,N,B,6/7/17,High
ASMANEX TWISTHALER 110 MCG #30,85146102, $159.06 ,4/19/17,EA,N,B,6/7/17,High
ASMANEX TWISTHALER 220 MCG #30,85134107, $172.75 ,4/19/17,EA,N,B,6/7/17,High
ASMANEX TWISTHALER 220 MCG #60,85134102, $201.71 ,4/19/17,EA,N,B,6/7/17,High
ASMANEX TWISTHALR 220 MCG #120,85134101, $287.46 ,4/19/17,EA,N,B,6/7/17,High
ASPIR EC 81 MG TABLET,62107002732, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN 325 MG COATED TABLET,113041687, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN 325 MG TABLET,16103036508, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN 81 MG CHEW TABLET,24385027868, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN 81 MG CHEWABLE TABLET,36800027468, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN 81 MG TABLET CHEW,16103036611, $0.03 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN EC 325 MG TABLET,536331310, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN EC 81 MG TABLET,36800027748, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ASPIRIN-DIPYRIDAM ER 25-200 MG,65162059606, $4.03 ,5/17/17,EA,N,G,6/7/17,Low
ASPIR-LOW EC 81 MG TABLET,904770480, $0.01 ,5/17/17,EA,Y,G,6/7/17,Low
ASTEPRO 0.15% NASAL SPRAY,37024330, $4.73 ,4/19/17,ML,N,B,6/7/17,Low
ASTRINGENT SOLN POWDER PACK,51224016212, $0.61 ,7/20/16,EA,Y,G,6/7/17,Low
ATACAND 16 MG TABLET,186001631, $3.12 ,9/21/16,EA,N,B,6/7/17,Low
ATACAND 32 MG TABLET,186003231, $4.27 ,8/17/16,EA,N,B,6/7/17,Low
ATELVIA DR 35 MG TABLET,430097903, $56.07 ,2/22/17,EA,N,B,6/7/17,High
ATENOLOL 100 MG TABLET,68382002401, $0.03 ,5/17/17,EA,N,G,6/7/17,Low
ATENOLOL 25 MG TABLET,781522001, $0.01 ,5/17/17,EA,N,G,6/7/17,Low
ATENOLOL 50 MG TABLET,63304062210, $0.02 ,5/17/17,EA,N,G,6/7/17,Low
ATENOLOL-CHLORTHALIDONE 100-25,591578301, $0.49 ,5/17/17,EA,N,G,6/7/17,Low
ATENOLOL-CHLORTHALIDONE 50-25,378206301, $0.35 ,5/17/17,EA,N,G,6/7/17,Low
ATHLETE'S FOOT AF 1% CREAM,37205094199, $0.43 ,5/17/17,GM,Y,G,6/7/17,Low
ATIVAN 0.5 MG TABLET,187006301, $20.81 ,1/6/17,EA,N,B,6/7/17,High
ATIVAN 1 MG TABLET,187006401, $27.28 ,1/6/17,EA,N,B,6/7/17,High
ATORVASTATIN 10 MG TABLET,69097089705, $0.10 ,5/17/17,EA,N,G,6/7/17,Low
ATORVASTATIN 20 MG TABLET,51079020901, $0.11 ,5/17/17,EA,N,G,6/7/17,Low
ATORVASTATIN 40 MG TABLET,378395205, $0.12 ,5/17/17,EA,N,G,6/7/17,Low
ATORVASTATIN 80 MG TABLET,51079021103, $0.15 ,5/17/17,EA,N,G,6/7/17,Low
ATOVAQUONE 750 MG/5 ML SUSP,65162069388, $2.62 ,5/17/17,ML,N,G,6/7/17,Low
ATOVAQUONE-PROGUANIL 250-100 MG TABLET,68462040467, $4.14 ,5/17/17,EA,N,G,6/7/17,Low
ATRALIN 0.05% GEL,13548007045, $11.94 ,11/23/16,GM,N,B,6/7/17,High
ATRIPLA TABLET,15584010101, $81.90 ,3/22/17,EA,N,B,6/7/17,High
ATROPINE 1% EYE DROPS,17478021502, $11.84 ,5/17/17,ML,N,G,6/7/17,High
ATROPINE 1% EYE DROPS,17478021515, $4.90 ,4/19/17,ML,N,G,6/7/17,Low
ATROPINE 1% EYE OINTMENT,24208082555, $4.33 ,12/21/16,GM,N,G,6/7/17,Low
ATROVENT HFA INHALER,597008717, $24.78 ,2/22/17,GM,N,B,6/7/17,High
AUBRA-28 TABLET,50102012048, $0.42 ,5/17/17,EA,N,G,6/7/17,Low
AURYXIA 210 MG TABLET,59922063101, $4.84 ,5/17/17,EA,N,B,6/7/17,Low
AVANDIA 4 MG TABLET,173086313, $5.23 ,1/1/17,EA,N,B,6/7/17,High
AVAPRO 150 MG TABLET,24585130, $5.79 ,4/7/17,EA,N,B,6/7/17,High
AVAPRO 300 MG TABLET,24585230, $6.91 ,4/7/17,EA,N,B,6/7/17,High
AVELOX 400 MG TABLET,85173301, $29.24 ,10/12/16,EA,N,B,6/7/17,High
AVIANE-28 TABLET,555904558, $0.42 ,5/17/17,EA,N,G,6/7/17,Low
AVODART 0.5 MG SOFTGEL,173071215, $5.86 ,2/22/17,EA,N,B,6/7/17,High
AVONEX 30 MCG VIAL KIT,59627011103," $1,506.86 ",5/10/17,EA,N,B,6/7/17,High
AVONEX PEN 30 MCG/0.5 ML KIT,59627033304," $6,039.79 ",4/19/17,EA,N,B,6/7/17,High
AVONEX PREFILLED SYR 30 MCG KIT,59627022205," $6,059.20 ",4/19/17,EA,N,B,6/7/17,High
AXIRON 30 MG/ACTUATION SOLN,2197590, $6.11 ,3/22/17,ML,N,B,6/7/17,High
AZASITE 1% EYE DROPS,17478030703, $65.70 ,5/17/17,ML,N,B,6/7/17,High
AZATHIOPRINE 50 MG TABLET,68084022911, $0.38 ,5/17/17,EA,N,G,6/7/17,Low
AZELASTINE 0.1% (137 MCG) SPRY,51991081403, $0.54 ,5/17/17,ML,N,G,6/7/17,Low
AZELASTINE 0.15% NASAL SPRAY,45802003983, $2.35 ,5/17/17,ML,N,G,6/7/17,Low
AZELASTINE HCL 0.05% DROPS,51525781506, $3.25 ,5/17/17,ML,N,G,6/7/17,Low
AZELEX 20% CREAM,23869430, $12.04 ,2/22/17,GM,N,B,6/7/17,High
AZILECT 0.5 MG TABLET,68546014256, $22.35 ,2/22/17,EA,N,B,6/7/17,High
AZILECT 1 MG TABLET,68546022956, $22.20 ,2/22/17,EA,N,B,6/7/17,High
AZITHROMYCIN 1 GM PWD PACKET,59762305101, $18.76 ,5/17/17,EA,N,G,6/7/17,High
AZITHROMYCIN 100 MG/5 ML SUSP,93202723, $0.99 ,5/17/17,ML,N,G,6/7/17,Low
AZITHROMYCIN 200 MG/5 ML SUSP,93202623, $0.83 ,5/17/17,ML,N,G,6/7/17,Low
AZITHROMYCIN 250 MG TABLET,904640561, $0.56 ,5/17/17,EA,N,G,6/7/17,Low
AZITHROMYCIN 500 MG TABLET,59762307002, $1.03 ,5/17/17,EA,N,G,6/7/17,Low
AZITHROMYCIN 600 MG TABLET,781149731, $1.95 ,5/17/17,EA,N,G,6/7/17,Low
AZOPT 1% EYE DROPS,65027510, $24.98 ,2/22/17,ML,N,B,6/7/17,High
AZOR 10-20 MG TABLET,65597011130, $7.66 ,1/18/17,EA,N,B,6/7/17,High
AZOR 10-40 MG TABLET,65597011390, $9.74 ,12/30/16,EA,N,B,6/7/17,High
AZOR 5-20 MG TABLET,65597011090, $7.68 ,12/30/16,EA,N,B,6/7/17,High
AZOR 5-40 MG TABLET,65597011290, $9.73 ,12/30/16,EA,N,B,6/7/17,High
AZULFIDINE ENTAB 500 MG,13010220, $1.73 ,6/1/17,EA,N,B,6/7/17,Low
AZURETTE 28 DAY TABLET,51862007206, $0.72 ,5/17/17,EA,N,G,6/7/17,Low
BACITRACIN 500 UNIT/GM OINTMNT,45802006001, $0.09 ,5/17/17,GM,Y,G,6/7/17,Low
BACITRACIN 500 UNIT/GM OPHTHALMIC OINTMENT,574402235, $25.10 ,5/17/17,GM,N,G,6/7/17,High
BACITRACIN ZN 500 UNIT/GM OINT,168001131, $0.13 ,3/22/17,GM,Y,G,6/7/17,Low
BACITRACIN-POLYMYXIN EYE OINT,24208055555, $2.92 ,5/17/17,GM,N,G,6/7/17,Low
BACITRACIN-POLYMYXIN OINTMENT,168002135, $0.28 ,4/19/17,GM,Y,G,6/7/17,Low
BACLOFEN 10 MG TABLET,63739047910, $0.13 ,5/17/17,EA,N,G,6/7/17,Low
BACLOFEN 20 MG TABLET,172409780, $0.24 ,5/17/17,EA,N,G,6/7/17,Low
BACMIN CAPLET,682300101, $0.68 ,12/21/16,EA,N,G,6/7/17,Low
BACTERIOSTATIC WATER VIAL,409397703, $0.03 ,5/18/16,ML,N,G,6/7/17,Low
BACTROBAN NASAL 2% OINTMENT,29152611, $16.20 ,8/17/16,GM,N,B,6/7/17,High
BALSALAZIDE DISODIUM 750 MG CP,54007928, $0.41 ,5/17/17,EA,N,G,6/7/17,Low
BALZIVA 28 TABLET,555903458, $0.62 ,5/17/17,EA,N,G,6/7/17,Low
BANOPHEN 12.5 MG/5 ML SOLUTION,904517416, $0.01 ,5/17/17,ML,Y,G,6/7/17,Low
